"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,IMPRESSION:UNIQUE_USERS,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Comentarios negativos de los usuarios: Ocultar","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio","Comentarios negativos de los usuarios: Ocultar todo"
703832838204166,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día lunes 27 de marzo se celebró la Sesión Ordinaria de Consejo Técnico, donde se presentaron los Reglamentos y Lineamientos de posgrado de la UABC y el MyDCI, para obtener las observaciones y recomendaciones del Consejo Técnico así como de los integrantes del Comité de Estudios de Posgrado y del Comité de Ética y Evaluación de Investigación y Posgrado de la FIM.  También se discutió sobre la situación actual de seguridad y se plantearon diversas alternativas a seguir. Además se escucharon las propuestas de los programas educativos de Ingeniería Industrial, Ingeniería Mecánica e Ingeniería Civil, para otorgar reconocimientos a los académicos Dr. Miguel Ángel Martinez Romero y Dr. Armando Flores Victoria.

Nuestra Directora, Dra. Araceli Celina Justo Lopez, agradece enormemente la participación de la Coordinadora de Investigación y Posgrado de la FIM y los miembros del Comité de Estudios de Posgrado y del Comité de Ética y Evaluación de Investigación y Posgrado, dándonos sus opiniones y recomendaciones sobre los puntos discutidos en la Sesión.",0,"03/27/2023 16:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid034X34DQtTbRGasr8R7Uzr86K6RsnT9P9N8eb4tGdiTBbYC8qFLxxYhthBghng7FeTl,0,0,Foto,,,,,Total,4103,3555,,26,25,0,1,,581,458,123,,,,,,,,
704206481500135,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/28/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0YtwiqVwHkhs6pCN4V6ChZXAPSWZBhi6UQp9xYny4aaDKMqZK19UFRZWBqQ6k8T97l,0,0,Foto,,,,,Total,2837,2559,,1,0,0,1,,141,135,6,,,,,,,,
704868574767259,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este 28 de Marzo se realizó la Inauguración de la Quinta Edición del Seminario El Ingeniero Ideal, siendo realizado por alumnos de la Facultad de Ingeniería de Mexicali y dirigido a todos los estudiantes de cualquier rama de la ingeniería. Donde nuestra Directora, Dra. Araceli Celina Justo Lopez, en conjunto de la Presidenta del Comité y estudiante del P.E. de Ing. Industrial, Ángeles Ramos Bracamontes, nos acompañaron en el Discurso de Bienvenida, dándonos la apertura a este seminario, donde se busca la guía hacia la calidad del Ingeniero del futuro.

Siendo con la apertura de la Conferencia La Importancia de las Actividades Blandas, dada por el Dr. Pedro Chavez Flores, donde se resaltaron las necesidades actuales de la Industria en cuanto a Ingenieros no solo capaces de ejercer su labor especializada, sino la capacidad del desarrollo personal e intrapersonal.",0,"03/29/2023 16:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0cM1x8ncQXYdXWy8LWBrHLGVZ2iphiFFL5A3jVoZeAKKyf3meNL18dD1y29v4QUHkl,0,0,Foto,,,,,Total,9842,6831,,93,79,11,3,,1470,1093,377,,,,,,,,
704920124762104,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","¡La Rondalla de la Facultad de Ingeniería, talento, sensibilidad, arte y ciencia en un mismo grupo! 
Enhorabuena",0,"03/29/2023 18:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02UX91jH2tnpoGninewuuBTHRcJDWdKtiZzrwJojrj5UcQVFyTgxRvNThcC1QDj9qrl,0,1,Foto,,,,,Total,5345,5038,,48,45,2,1,,706,577,129,,,,,,,,
705367321384051,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/30/2023 12:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02wHZUJCbDZgSspoGvTA733STjSdx6e5LSK2Eb8C1dpZFipMbyUi6bMdJUXPsU6qgNl,0,1,Foto,,,,,Total,3702,3555,,13,12,0,1,,278,228,43,7,,,,,,,
705417378045712,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/30/2023 15:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0nE9m6PTecKFHvDvSPvobXnpv13TG8HjQcAev2VxGrYcqQjCXH2CegJrtmFtAkzwsl,0,0,Foto,,,,,Total,7108,6413,,166,156,8,2,,2019,1611,408,,,,,,,,
705453631375420,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/30/2023 17:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WWnv7uJDwEFUpXWQAh3haQS6jDSXfm9Q48LTUX5rXrqg7CM9EathA7imiSzVR53jl,0,1,Foto,,,,,Total,2972,2776,,16,16,0,0,,220,186,34,,,,,,,,
705964544657662,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/31/2023 15:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid037XzSuKcWgXj8cciQcL1UFQnXB5XZD3yKq5FhTJTfQewpjPA795HLmjGuewi9aYJel,0,0,Foto,,,,,Total,2508,2267,,60,57,1,2,,49,23,26,,,,,,,,
706039811316802,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este 30 de marzo se realizó la donación al Programa Educativo de Ingeniería Eléctrica del Sistema de Protección SEL 851, el cual se encontrará disponible para su utilización dentro de las Unidades de Aprendizaje de Ingeniería Eléctrica. Esta donación es resultado del convenio con la empresa JRC Ingeniería Avanzada y UABC, contando con la participación del gerente empresarial, Jorge Aguilar, el alumno del PE de Ing. Eléctrica, Héctor Joaquín Aguilar Lamadrid, teniendo de asesor al Dr. Pedro Rosales Escobedo.

Agradecemos la presencia y la retroalimentacióna los invitados en la presentación del nuevo equipamento, entre quienes se encontraban presentes siendo nuestra Directora, Dra. Araceli Celina Justo Lopez, la Subdirectora, M.C. Gloria Etelbina Chavez, y Responsable de Comunicación y Difusión, L.C.C. Martha Verónica Rios Natera.",0,"03/31/2023 19:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02RM7tGYfYeiu25TBNWZrPjnwtiuCRBYEARTgn1w3kZyjjdMnxBrSrGqp1xHho72cVl,0,0,Foto,,,,,Total,9562,6680,,138,134,0,4,,2030,1467,563,,,,,,,,
706052521315531,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día 30 de marzo se realizó la inauguración del 1er. Centro de Acopio FIM-UABC Corazón Rojo del Laboratorio de Ingeniería Mecánica, en colaboración con Banco de Tapitas, Asociación PaHuJA y  Asociación Mexicali Zona Azul. Estas tapitas serán para el apoyo a menores de edad con diagnóstico de cáncer.

Agradecemos enormemente la valiosa participación y apoyo a nuestra Directora, Dra. Araceli Celina Justo Lopez, al Responsable del PE de Ing. Mecánica, Dr. Fernando Lara Chávez, a la Dra. Arilí Cárdenas Robles, a Luis A. Peralta Gómez, al Arq. Alfredo M. Guevara y a la Sociedad de Alumnos de la FIM.",0,"03/31/2023 20:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02DyVRZfhu8yav5UCEiDSRjk8dEgNgvDqihNRev3Yi6ySEUvVD4i25MnJuhZWVVCDml,0,0,Foto,,,,,Total,8384,5432,,96,86,3,7,,1238,963,275,,,,,,,,
706067087980741,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de ayer, 30 de marzo, se realizó la 1ra Competencia de Programación FIM, donde alumnos de los Programas Educativos, Ingeniería en Computación y Licenciatura en Sistemas Computacionales, compitieron entre sí en una serie de problemas computacionales, siendo realizado por el Presidente del Club de Programación Competitiva, Ing. Ernesto Miguel Vera Uribe, y el estudiante de Ing. en Computación, José Carlos Ponce Odohui.

Agradecemos el apoyo de nuestra Directora, Dra. Araceli Celina Justo Lopez, la Coordinadora del PE de Ing. en Computación, M.I Maria Luisa Gonzáles Ramirez, y al Coordinador del PE de Lic. en Sistemas Computacionales, Dr. Juan Pablo García Vázquez, por todo su apoyo en realizar este evento, con el objetivo de crear una nueva tradición en FIM-UABC.",0,"03/31/2023 20:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02SrpG6XMfy9JNsfHX8GbnpyANegAjLv9qTZ3BhnDgNLThxwXnjpcQ5b6MhJLk4UDrl,0,0,Foto,,,,,Total,9144,8073,,182,161,14,7,,2620,1766,854,,,,,,,,
667950175125766,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Recuerda portar tu Credencial Universitaria este inicio de semestre.
Es tu identificación como estudiante de la UABC; de esta forma reconocemos a los cimarrones que estudian Ingeniería en nuestro campus.",0,"01/29/2023 15:01",N/A,https://www.facebook.com/fimuabc/posts/pfbid036TJdAzPsoBaNbY3GKx9XidJHtZb1ZVX9RnE9XU6N4npqZ3ThaUkJhohLE7UkuaKFl,0,0,Foto,,,,,Total,5515,4578,,39,33,0,6,1,203,94,109,,,,,,,,
668514228402694,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Intern- User Experience Design

Carreras: Diseño Gráfico / Diseño Industrial

Requisitos:

Inglés avanzado
Fecha de graduación Diciembre 2023 – Julio 2024
Experiencia con alguna de las siguientes herramientas: Figma, Sketch, Invision, Adobe Creative Suite
Link para aplicar: https://careers.honeywell.com/us/en/job/HRD903559

 

Intern- Project Analyst

Carreras: Administración, Finanzas, Ingeniería, Contabilidad

Requisitos:

Inglés avanzado
Fecha de graduación Diciembre 2023 – Julio 2024
Buenas habilidades en Excel y Power Point
Link para aplicar: https://careers.honeywell.com/us/en/job/HRD903563

 

Intern- Health, Safety & Environment

Carreras: Ingeniería Industrial o Mecánica

Requisitos:

Inglés intermedio
Fecha de graduación Diciembre 2023 – Julio 2024
Excelente comunicación
Link para aplicar: https://lnkd.in/gF4XDxhf

 

Intern- Program Controls

Carreras: Administración, Finanzas, Ingeniería, Contabilidad

Inglés avanzado
Fecha de graduación Diciembre 2023 – Julio 2024
Buenas habilidades en Excel y Power Point
Link para aplicar: https://lnkd.in/ggiQvstA

 

Intern- Mechanical Engineer

Carreras: Ingeniería aeroespacial, mecánica, mecatrónica

Requisitos:

Inglés avanzado
Fecha de graduación Diciembre 2023 – Julio 2024
Conocimiento básico en software CAD
Link para aplicar: https://careers.honeywell.com/us/en/job/HRD903567",0,"01/30/2023 12:01",N/A,https://www.facebook.com/fimuabc/posts/pfbid02tPbVYVoqjN25EfKvqYPVxbLUJYp6wknbET3FNTNN95shTMEawWrC7iTcBwKWYCiql,0,0,Foto,,,,,Total,4525,4142,,5,3,1,1,1,246,163,63,20,,,,,,,
690172459570204,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Día 2 de la FIM en AgroBaja 2023!

Docentes de las carreras de Ing. en Computación, Ing. Mecánica y Licenciatura en Sistemas Computacionales presentan oportunidades en aplicaciones, oferta educativa y diferentes proyectos de investigación realizados en la FIM",0,"03/03/2023 18:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02ZMUsPXSMv8kQaLKMifbsRMwgptGR989X8wvwUtfhz91iEqBkHv2HhTQFxwA4E6A3l,0,0,Foto,,,,,Total,10710,7077,,72,65,2,5,,1713,1370,343,,,,,,,,
690760449511405,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/04/2023 19:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02GxhSh6iTXreiBYsaz3Q7AioyRqY8bmMtETeaJUBWu5UfGMAoKjCUQgSApyQfJBh2l,0,1,Foto,,,,,Total,4128,3834,,31,28,1,2,,269,189,80,,,,,,,,
691737176080399,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado","Recuerda que la credencial es tu identificación como Cimarron, siempre debes portar tu credencial.

#UABC #fimuabc",0,"03/06/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0bpDiBdmxjEWZV75hjtgixeQbbFzMTmGnf6RpzpZ7fsjAJ2SKxQNeGAytn6HKL4Htl,0,1,Foto,,,,,Total,3126,2847,,7,6,0,1,,37,15,22,,,,,,,,
691911242729659,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/06/2023 17:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid028hvNUbxVZJzDqnFugYKbyq3jwaWQMQ3zDB9VVGz3QwQMnTBkHL4RqVUdVJ6k9ASpl,0,1,Foto,,,,,Total,5165,4785,,64,60,2,2,,265,99,166,,,,,,,,
692324292688354,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/07/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0R3kqJnCeJucGuXYXSr1uwjJEApMABsYivqkFZoLVSHn6AaJMmhMfRfUhbRshjnEKl,0,0,Foto,,,,,Total,1957,1796,,11,8,0,3,,39,24,15,,,,,,,,
692329702687813,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/07/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid031xjFoRbci4Vyw5kzgNvKMHFkS4gSzV8TDtNtk1AvdYi6aJM1RJoAEtUpgT621YJ9l,0,0,Foto,,,,,Total,2702,2376,,24,18,0,6,,50,30,20,,,,,,,,
692479156006201,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/07/2023 16:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02c1U59Hcav9THbp3e3kxPBXTdKtzG6hMAULkqJApgHzyYUEwXDryJZ6s9qjyDdsBTl,0,0,Foto,,,,,Total,4786,4307,,11,10,1,0,,479,447,32,,,,,,,,
692560192664764,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Este miércoles 8 de Marzo, en el Día Internacional de la Mujer, te invitamos a las 12:00 pm en el Aula Magna de la FIM a conocer la historia en el panel representado por las Mujeres Lideres de nuestra Facultad, donde nos contarán su trayectoria, historias de vida y perspectivas que las llevaron adelante en nuestra comunidad Universitaria.

Contando con la participación de:
Dra. Araceli C. Justo Lopez - Directora de la FIM
Mtra. Gloria E. Chavez Valenzuela - Subdirectora Académica de la FIM
Dra. Wendolyn E. Aguilar Salinas - Responsable del Programa de Tronco Común en Cs. de la Ingeniería
Dra. Wendy Flores Fuentes - ￼ Responsable de la Coordinación de Investigación y Posgrado de la FIM
Mtra. Johana Pamela Morales Bustamante - Administradora de la FIM
Dra. Virginia García Ángel - Responsable del Programa Educativo de Ingeniería Aeroespacial
Dra. Marlene Ángulo Bernal - Coordinadora de Formación Profesional de la FIM
Mtra. Susana Norzagaray Plasencia - Responsable del Programa Educativo de Bioingeniería",0,"03/07/2023 20:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0BWY2wbf5LH8F5P4eEHa4K1pAa3cLCN975542SUSds8gb2BJ1b1t2UqnkKnGErwJil,0,0,Foto,,,,,Total,7368,6626,,125,119,1,5,,1336,1062,272,2,,,,,,,
692940512626732,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El Día Internacional de la Mujer, conmemora la lucha de las mujeres en su participación en la sociedad, siendo elegido el 8 de marzo en nombre de la primera manifestación femenina celebrada el mismo día en 1857 en la lucha del trato igualitario y condiciones justas laborales.

En la Facultad de Ingeniería, este día celebramos a todas las mujeres que son parte de nuestra Universidad, aquellas que son líderes, docentes, trabajadoras y estudiantes, siendo un ejemplo de superación y desarrollo personal.

#TodasSomosFIM",0,"03/08/2023 08:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WsKk61BrU8qznmPfQRnY5bNKMPpN4XcgokeCDFBkfVXBGUCjnyfnvdpDQoV1PNa8l,0,0,Foto,,,,,Total,2185,1938,,19,15,0,4,,19,6,13,,,,,,,,
692961635957953,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/08/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02yJXPHFuqr99ixPeC3m3dp5cRBrSJrM3hr2bFUTioWCqJ15PSfvERwEzLhk81jYCHl,0,0,Foto,,,,,Total,4879,4523,,31,24,0,7,,414,383,31,,,,,,,,
693085739278876,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"En el Día Internacional de la Mujer, la voz de las mujeres en la Facultad de Ingeniería - Mexicali es nuestra prioridad, por lo que por este medio nuestras líderes, docentes y alumnas nos comparten su historia en la Ingeniería, su trayecto estudiantil y sus motivaciones.

#todassomosfim",338,"03/08/2023 14:03",uploaded,https://www.facebook.com/fimuabc/posts/pfbid02UuxrjdmnpcbRc8MjAUa5nNsD3azrDEaEqKSfgGgNqxy5WDp1zEQBE3HZ5CpsEt5ol,0,0,Video,,,,,Total,2217,1867,,30,28,0,2,,298,,237,,61,28515.555,15.135,0,0,0,
693106459276804,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Así fue el PANEL: Mujeres Líderes en la FIM: Conoce su Historia.

Muchas gracias por acompañarnos en este evento, donde personal administrativo y docentes compartieron sus experiencias y aprendizajes con el alumnado, inspirando a futuras generaciones.",0,"03/08/2023 15:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02rMsDSnZh7V2MdgDnCsSsn1yxKN3aisXgfKS539Fv77Umrb1cpErt2xR1ELDqAjqWl,0,0,Foto,,,,,Total,6831,6100,,58,53,2,3,,1274,916,358,,,,,,,,
687735283147255,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Un 28 de febrero de 1957 la Universidad Autónoma de Baja California fue fundada cuando el primer gobernador del estado, Braulio Maldonado Sández, promulgó la Ley Orgánica de la UABC, estableciéndola como una institución de educación superior para el servicio público, siendo la primera Universidad de Baja California.

Sesenta y seis años después, la UABC, hoy reconocida como Benemérita Institución, continúa con la noble labor de la educación enalteciendo a nuestro estado.",0,"02/27/2023 13:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02VDKyAd8rbCzjAxGqgzxYNNTpUTw2zRhZXVZ1n2iPigPrGN4zq32dk9qaMfWkGDnyl,0,0,Foto,,,,,Total,3587,3259,,91,77,1,13,,78,18,60,,,,,,,,
688206973100086,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"02/28/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid08H8a3pXpFTD245LNgMPZYSmXp43esVQpEcTY2sLozBoCk7hhP162YUbEEu4vRrPDl,0,1,Foto,,,,,Total,1578,1394,,2,2,0,0,,12,4,8,,,,,,,,
688245449762905,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/28/2023 11:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0gEuwGRyPW3b3uGbPcPEM8QAE5BU76tVBp24hgxoe24RGBRNNNPvGXHJKhkLpeD3l,0,0,Foto,,,,,Total,3882,3324,,11,10,0,1,,363,340,23,,,,,,,,
688312293089554,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"02/28/2023 14:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0JbGufqDSvzLUpAZmtxSKyWZHdWLyYeKUJgGUgUfasxqcT8213xxKhSygMorMa6Xkl,0,1,Foto,,,,,Total,2118,1902,,12,11,0,1,,21,7,14,,,,,,,,
688381969749253,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/28/2023 17:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0VibcfPwifeSnFVb6rciGR6aYY5N2W1BGoNfofVe9rmWCpfH1Hr9cTKeEsRALBZiDl,0,0,Foto,,,,,Total,2425,2219,,4,4,0,0,,86,79,6,1,,,,,,,
688963889691061,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/01/2023 17:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid031zoae3JEWErJH6JVBCXmeWL22XrAwue9zcPsAUjFpB1jFv1thT9CV4w9NqYB8RSnl,0,0,Foto,,,,,Total,4042,3802,,28,21,6,1,,544,427,117,,,,,,,,
689036919683758,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy, 1ro de marzo, el Director de Asuntos Económicos y Globales de la Embajada de Alemania en México, el Sr. Ronal Münch, visitó nuestra Facultad de Ingeniería, donde nuestra Directora, Dra. Araceli Celina Justo López, dio un recorrido del Campus II en los laboratorios de las carreras de Bioingeniería, Energías Renovables y Aeroespacial, siendo presentado por los Coordinadores de dichos Programas Educativos, mostrando el gran potencial, capacidades y logros de nuestra Universidad, fortaleciendo las relaciones en el ámbito internacional.",0,"03/01/2023 19:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Lx7ZRKMnuXzbgnV8EZqtQ3fH7HMTYsXeDwXDWyeWMiVHT1AQ9Q7SLWxc1FqLwpbrl,0,0,Foto,,,,,Total,8491,6395,,182,169,7,6,,2204,1541,663,,,,,,,,
689393739648076,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/02/2023 09:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0FE7ibfWBwAPa6KTmYwaQuiCECy267pyM6bksqUwUstsUzxwvDJu9nVNzyHMsk1oZl,0,1,Foto,,,,,Total,2636,2464,,4,2,0,2,,90,35,39,16,,,,,,,
689507726303344,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,45,"03/02/2023 14:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02XLQd2GMxhnYG87fqkRYr4c1naxyymuK4dre5JhPbtRWyiJ3kGhpfaXCAt6VdWMzql,0,1,Video,,,,,Total,1221,1071,,10,10,0,0,,66,,66,,,,,,,,
689508789636571,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",,0,"03/02/2023 14:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0pombY3StUeKKjm3j7i4SVVXGUUb4JqNJXy4CfPEiQTxnFbiBRmzFmBzPqwDV4fmKl,0,1,Foto,,,,,Total,1715,1528,,6,4,2,0,,80,43,37,,,,,,,,
689515182969265,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡La FIM se hace presente en AgroBaja 2023!

Ven este 2, 3 y 4 de marzo a visitar nuestro stand en la mayor exposición agropecuaria y pesca del país, donde compartiremos información y oportunidades de aplicaciones industriales, oferta de servicios y proyectos de investigación en las diferentes carreras de nuestra Facultad.

#fimuabc #agrobaja2023",0,"03/02/2023 15:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Jx8gKKUEpUaHRowjXM5XAUS1cbAintYghNRxRt9eHyvq8yv5FMKiVNdud1zQPzukl,0,0,Foto,,,,,Total,9037,7090,,112,92,12,8,,1491,1120,371,,,,,,,,
690121479575302,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy, viernes 3 de marzo, celebramos la ceremonia de 66 Aniversario de la UABC en la ciudad de Tijuana. 

Dónde nos acompaña nuestra Directora, Dra. Araceli Celina Justo López, en la entrega del reconocimiento al Mérito Deportivo para nuestro alumno de Ing. en Energías Renovables, Antonio José Govea Sandoval, en sus logros en el deporte de Levantamiento de Pesas, incluyendo su más reciente Medalla de Oro en la competencia deportiva de la UACJ.

#UABC #fimuabc",0,"03/03/2023 16:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0aZNorTNHWJ1NGWvYxjYMMLKJehC44ENoiT2ntqdC14AadMM8EjTB2Q5ZgDBFu7cLl,0,0,Foto,,,,,Total,8641,7701,,150,134,7,9,,901,628,273,,,,,,,,
690148742905909,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"03/03/2023 17:03",N/A,https://www.facebook.com/fimuabc/posts/pfbid0c2zoyM5bM5AyMoUuQyzYbKQ6D5LrSSYbx8LjxUjrarrPGNXnr2TFdhG33t9hL1Qol,0,0,Foto,,,,,Total,3207,2967,,10,8,0,2,,97,32,65,,,,,,,,
683081440279306,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/100057701790155/posts/630854532181268/?mibextid=Nif5oz,0,"02/20/2023 11:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02kaUxHdQuvozMdUkxDGHH45T7sFShoHHbvq7Fqhuk8TX2FwwGwS85QJfv1fboVSbdl,0,1,Foto,,,,,Total,1952,1716,,3,3,0,0,,20,7,13,,,,,,,,
683090420278408,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/20/2023 11:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02newZXAtKvNYijosUDjubuyX3Kr2uFHqvGUmc6JRY1AADVXsFhEtVCUy97qLunWRil,0,0,Foto,,,,,Total,1556,1351,,3,3,0,0,,11,9,2,,,,,,,,
683181973602586,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Como parte de las acciones del PDFIM relacionadas con la participación de estudiantes en experiencias de movilidad internacional ( 2.1.8 ) y el fortalecimiento de la investigación con académicos de otras instituciones (3.1.2). El día 20 de febrero de 2023 se realizó una reunión de vinculación entre el Instituto Profesional Virginio Gómez de la Universidad de Concepción de Chile representada por el maestro Marcelo Fuentes García responsable del programa de Energías Renovables y la Facultad de Ingeniería de la UABC representada por la Dra. Araceli Justo López directora de la FIM acompañada de la subdirectora la Mtra. Gloria Chávez e investigadores del programa de energías renovables. Esta colaboración representa el primer acercamiento entre ambas unidades académicas con la intención de obtener resultados al corto y mediano plazo.",0,"02/20/2023 15:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0bUztoxwdLNSy76NWR42x4AAAqikomhQUy29i3ct2PLxiNTHzreM6ANijzUBQh8gil,0,0,Foto,,,,,Total,5256,4754,,61,58,1,2,,578,471,107,,,,,,,,
683686770218773,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"EL día de ayer se impartió la conferencia titulada “Experiencia y Perspectiva en las Plantas Undimotriz de Mutriku y de Energías Renovables en Chile, España, y Alemania”, presentada por el maestro Invitado Marcelo Fuentes García, del Instituto Profesional Virginio Gómez Universidad de Concepción, Chile, quién es Jefe de Carrera Área de Energías Renovables y Eficiencia Energética y está de visita para formalizar alianzas estratégicas en educación de energías renovables y eficiencia energética entre la UABC y la Universidad de Concepción.",0,"02/21/2023 09:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02uGhsG7PGNNLzd7e5wFnsQCNWrtEQ4UN38GsvMVW73Mz4aBDu9S2Mf8sYPeXRKeWyl,0,0,Foto,,,,,Total,8572,5179,,60,53,3,4,,619,287,332,,,,,,,,
683723286881788,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"02/21/2023 10:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid0G71Sz7DAZ4789Fp5SivoaE91B9VAgDSSYXd1KsiFUqCdJxxeFb4FzN9Y9ovKWGXul,0,0,Foto,,,,,Total,3151,2811,,3,1,1,1,,128,104,24,,,,,,,,
684506966803420,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se realizó la visita al Campo Geotérmico Cerro Prieto como parte de las actividades que se están realizando en atención al maestro Invitado Marcelo Fuentes García, del Instituto Profesional Virginio Gómez Universidad de Concepción, Chile. En esta actividad acudieron los docentes del Programa Educativo de Ingeniería en Energías Renovables: la Dra. Marlene Zamora Machado y el Dr. Jesús Armando Aguilar Jiménez. Agradecemos la atención recibida por todo el personal de la Planta Geotermoeléctrica de la Comisión Federal de Electricidad, particularmente la atención del M.C. Adán Sepúlveda Fierro, quién apoyo en la visita y recorrido a las instalaciones.",0,"02/22/2023 12:02",N/A,https://www.facebook.com/fimuabc/posts/pfbid02wSqsqRk4UX7yc5BjJbA5gUdeyiXNv2maAraLSwanL1EnMFsrLr84ZNjpBkxUeW2Bl,0,0,Foto,,,,,Total,11094,8261,,225,218,1,6,,2194,1725,469,,,,,,,,
