"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Impresiones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Comentarios negativos de los usuarios: Ocultar","Comentarios negativos de los usuarios: Ocultar todo","Total de clics","Clics de otro tipo","Clics en el enlace","Consumo de segmentación del público coincidente (Photo Click)","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio"
569315271655924,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Ya contamos con la red social instagram, síguenos y no te pierdas de los eventos e información importante: 
 https://instagram.com/fim_uabc?igshid=YmMyMTA2M2Y=",0,"09/21/2022 08:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0Nh8nrUfgku2CYT78VyN2C8LjwwQPsMV6LuTNwL5sNgPDVDsDragfsk8aHaYtTicTl,0,0,Foto,,,,,Total,1375,1243,3,2,0,1,1,,54,6,44,4,,,,,,
568089345111850,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/19/2022 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0nG1RAbeiZBEUW7CBvWtbSMjbMWiZzey53xYFABbnT7TrN5Dd2MayZQ2PKJHCZfMUl,0,0,Foto,,,,,Total,2691,2545,5,5,0,0,1,,298,18,,280,,,,,,
568089165111868,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/19/2022 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02HbB4YnoBc8QA5oH8yU1Ny8rY4LA3eimFd9noZDqpGYcqwJCgcULPumuYipXFCoafl,0,0,Foto,,,,,Total,2281,1972,10,6,0,4,1,,42,20,,22,,,,,,
567974778456640,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/19/2022 11:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02UhqjouMhw26MMHtgT66JyNwefuKXvVJ1qZ3GiyinMP4dsMpZ53evXD4iBfxvDtVSl,0,0,Foto,,,,,Total,5237,4655,63,53,1,9,1,,509,97,,412,,,,,,
565369995383785,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/15/2022 23:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0d1Ztq6PkQGiMycHpRCLsbhkpVZymW95PnvZdobNUosTyBuT5z63vYRJRQALGkoZXl,0,0,Foto,,,,,Total,4506,4196,27,27,0,0,1,1,632,40,,592,,,,,,
564409968813121,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/permalink.php?story_fbid=pfbid024qUWDZcpNS8p6zwio525ykzaRZQicAk3FTdeMxh1AwV5J3wKmg2gtF8Qme2x2ZiYl&id=155173835071200&__cft__[0]=AZU17atwzisHeKFStqO_-U1LLlwIEfn8bDXnDWOhcpafgDdI4keSFZvjnLMf8Vz2uTigkuGXGHWGbDPbKEtDQm5zC4iiArPW9pXHJJR7_aZEzgrccxoFlzyxGz8cXJ1Qa74O7r-x6FJxj1xIrBtvYTAltmCR9GaQLdQB7wZvodAynfIrPQQvIe7rBXUtZn1InHsHkY8gwxlZoAWAITP0_Rtt&__tn__=-UK-R,0,"09/14/2022 15:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0PzP2At3JZi98tHXbRkwRMnoBmG8NsowSLdVqo7hN7zvCesriBftPK1yhUVi3FLjpl,0,1,Foto,,,,,Total,1443,1216,7,5,0,2,1,,100,60,,40,,,,,,
564408258813292,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Se solicita un prestador de servicio social Segunda Etapa para el programa: Desarrollo e Implementación de Software y páginas Web para el área de maestría y doctorado en Ciencias de la Ingeniería. 

Licenciado en sistemas computacionales o ingeniero en computación.

Datos de contacto para solicitar más información:
analistacip.fim@uabc.edu",0,"09/14/2022 15:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02GzfTakJQF2QbgAyGQ7HvMseu2jpo9qU68TC44hUuSotfvJwgZKwUJskBK8hmpQTgl,0,0,Texto,,,,,Total,5611,5227,30,20,6,4,1,,395,395,,,,,,,,
564313055489479,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"FACULTAD DE INGENIERÍA , Sede del Rally Latinoamericano de Innovación  2022!!!!!!

Participa en el Rally Latinoamericano 2022, este año nuevamente en su versión Híbrida !!!
Si estás interesado favor de enviar tus datos de: No. de matrícula, Nombre Completo, Correo Electrónico, teléfono y programa educativo a la Mtra. Vianney Linares, al correo: vianney.linares@uabc.edu.mx . 
Más información en http://www.rallydeinnovacion.org/",0,"09/14/2022 11:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0wjt52GP4jYgQU5uAXUJ2N21d3zhjq64JA1vGtTEyXPgXRg4jxfJDjFtoxTQyyQwXl,0,0,Foto,,,,,Total,3237,2681,15,12,1,2,1,,256,61,7,188,,,,,,
563568958897222,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Alumnos de nuevo ingreso a la FIM (tronco común), revisa los horarios para que asistas a la PRIMERA TUTORÍA GRUPAL que será del 12 al 22 de Septiembre, donde te daremos información importante ¡Te esperamos!",0,"09/13/2022 08:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02qLZn1yPAr83xURpfRjsBNJ7Mr1BJdPKDjbtKiVjs6NJitFzg69yxrmicRxXYSsXnl,0,0,Foto,,,,,Total,3550,3136,9,4,1,4,3,,201,41,,160,,,,,,
562905042296947,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Fundación UABC | Prohibido Rendirse ¡Inscríbete ya!",0,"09/12/2022 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0BVfMsycsuSEBBdmXDweHTQmjimsQ1V38iTKcpmRGKhGatB1d6ASHgz4ZTKch46D1l,0,0,Foto,,,,,Total,2148,1890,9,9,0,0,1,,61,8,,53,,,,,,
5233054470076582,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/349586429220665/posts/1226093978236568/,0,"09/08/2022 17:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid025aCHVN5WkeioWwoiSDWxAh8XNgxfhtouGcb9L2QLHxmNrQvYrvShgC1zgA3JUUaKl,0,1,Foto,,,,,Total,3626,2908,14,11,1,2,,,185,169,1,15,,,,,,
5232911840090845,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/08/2022 15:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02zCWS4VXTuvabyZdE9o27Duk2bnB1jLUmCuEuAcucFdiWi9qXCvzZj1ejAte6TqeTl,0,0,Foto,,,,,Total,7228,6138,258,208,29,21,,,750,499,,251,,,,,,
5232548226793873,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Ya contamos con la red social instagram, síguenos y no te pierdas de los eventos e información importante: 
 https://instagram.com/fim_uabc?igshid=YmMyMTA2M2Y=",0,"09/08/2022 12:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Dt93ojiweZRqLnwex9ZPVMzwzLZM4qj98AHsHmzcFd3wrMNKBeUBWmDBeroRf9Ekl,0,0,Foto,,,,,Total,2833,2376,6,3,1,2,,,203,77,123,3,,,,,,
5232328730149156,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/08/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid098GxK2AQ23Qxi3pYscd7eWwJ469p8zFQyKN2py8uKim7iehwXdBNqkfihsju4ZYbl,0,0,Foto,,,,,Total,2691,2228,11,8,0,3,,,46,18,,28,,,,,,
5232327566815939,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/08/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid026JMHFbQX6vJ9rUDJoB6TAYXJWtLL53dks273pV6KBdFgA7Wm4HChmAXWYoeW4fAdl,0,0,Foto,,,,,Total,1444,1220,0,0,0,0,,,13,4,,9,,,,,,
5230291497019546,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Buenas tardes comunidad FIM. Les recordamos que la FIM cuenta con un programa de asesorías académicas gratuitas. Visita la siguiente liga para consultar la oferta de materias y horarios:

Redifim UABC

https://www.facebook.com/Redifim-UABC-102358078538180",0,"09/07/2022 17:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0KDeAi5uJEsnbVzJ9A6oidWPxhwjpkKzouGreZvkr1JHQnEd6k13rnc9oTTpiZ7J9l,0,0,Foto,,,,,Total,1929,1714,23,13,9,1,,,111,100,,11,,,,,,
5230250080357021,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"""Introducción a R como herramienta de probabilidad y estadística"".
Bienvenidos, alumnos, egresados, docentes, administrativos, comunidad en general. Es un curso introductorio, gratuito, con el fin de proporcionar el conocimiento de herramientas digitales a la comunidad interesada.
El enlace para el registro al taller es el siguiente:
https://forms.gle/sY5gbsp7LXZSfZBM8
Quienes se registren se les enviará la liga de acceso a la sesión via meet.
Muchas gracias por su atención a la presente invitación.
Bienvenidos!",0,"09/07/2022 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0E1M976o8WfNrYyYsGTS2NaFBQs3iy2yQiFNzzqDFa8RDRg23V52jfQcdn8PmSydBl,0,0,Foto,,,,,Total,2016,1803,9,7,0,2,,,56,17,21,18,,,,,,
5229633033752059,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/07/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02aYB5B1AbroMqj234XT9DjvK9kQNtD9GpfUVhLpUtbECnzuBNytyJ4t1EnXnqTeael,0,0,Foto,,,,,Total,1260,1105,2,2,0,0,,,11,1,,10,,,,,,
5229444860437543,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"09/07/2022 09:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02RQiuuEa7HVcwgyNq2yDmfoBNQ7cikthwC7X8B54m5yevrjbhY97F6iBY337HRQRWl,0,0,Foto,,,,,Total,1081,953,1,1,0,0,,,13,5,,8,,,,,,
5224914810890548,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"FACULTAD DE INGENIERÍA , Sede del Rally Latinoamericano de Innovación  2022!!!!!!

Participa en el Rally Latinoamericano 2022, este año nuevamente en su versión Híbrida !!!
Si estás interesado favor de enviar tus datos de: No. de matrícula, Nombre Completo, Correo Electrónico, teléfono y programa educativo a la Mtra. Vianney Linares, al correo: vianney.linares@uabc.edu.mx . 
Más información en http://www.rallydeinnovacion.org/",0,"09/05/2022 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02AedFXkqudo8Dgks73pANznXvmFR4gn1VSFNsSwcFzmn93G7wvK14BifnArQMEygvl,0,0,Foto,,,,,Total,3125,2619,27,15,10,2,,1,156,101,43,12,,,,,,
5224913370890692,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"ENTREGA DE CREDENCIALES DE NUEVO INGRESO 2022-2 por parte del Banco Santander.

Los días que les toca a los alumnos de la Facultad de Ingeniería serán los siguientes: 
12 de septiembre en horario de 9:00 am a 12:00 hrs y de las 14:00 hrs a las 17:00 hrs.
13 de septiembre en horario de 9:00 am a 12:00 hrs y como último horario a las 14:00 hrs. 
(revisar el correo con el asunto ""Credenciales UABC""  con día y hora correspondiente a cada uno)

La entrega será en el Segundo piso del Departamento de Informática y Bibliotecas (DIB) ubicado en el Campus de la Vicerrectoría.

Los alumnos deberán presentar una identificación oficial (INE, VISA O PASAPORTE VIGENTE). En dado caso de no contar con ninguna de estas identificaciones pueden acudir con su acta de nacimiento.",0,"09/05/2022 16:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0hv4UUH7kePsbhgm7RdjVA34fKAMnQGydAdaCdChXCvcyT7Th5Wi9sk1kvWrVLMh1l,0,0,Foto,,,,,Total,3913,3642,14,7,2,5,,,89,75,,14,,,,,,
5224069117641784,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Invitación Semana de Divulgación

Registra tu propuesta antes del 21 de septiembre en: https://forms.gle/Xmm68ij4sGn6X5Hw9
 
Sesión para aclaración de dudas: Miércoles 7 de septiembre  a las 12:00 por Google Meet: https://meet.google.com/ond-hwyf-gbi  o marca el: ?(US) +1 337-509-0155 PIN: ?568 180 757#",0,"09/05/2022 08:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid031Nsf8bdUumsaFrE9Fbm4fa6nHYcVMPGehqSuTFcrsMTH6sJfKf24WBo9Qc1eBoZUl,0,0,Foto,,,,,Total,1162,1014,2,2,0,0,,,9,1,,8,,,,,,
5216915918357104,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡Únete a nuestro equipo #futureshaper, reconocido por su liderazgo, innovación y diversidad! 

 

Invitamos a todas las alumnas de Robótica, Informática, Sistemas Computacionales, Comunicaciones, Eléctrica, Electrónica o cualquier otra ingeniería a unirse a nuestra Primera sesión del Career Unboxing 2022-2 Mujeres en Ingeniería este jueves 8 de septiembre a las 16:00 horas CT, a través de Microsoft Teams. 

*Favor de registrar tu asistencia. 

  

Haz clic aquí para registrarte: https://forms.office.com/r/r7urxkeQ9V

 

Clic para unirte a la sesión",0,"09/02/2022 15:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0HW3R2VDwQXJHKbKEmWkDSaqmAZMkpTdUd5TufjshKYoeqTQuVEtJVvgwSs6Ykr4sl,0,0,Foto,,,,,Total,3882,3230,26,22,2,2,,,121,83,14,24,,,,,,
5216404208408275,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El programa educativo de Licenciado en Sistemas Computacionales y el Subcomité Académico por Campo de Conocimiento de Computación del programa de Maestría y Doctorado en Ciencias e Ingeniería (MyDCI) los invitamos al Seminario Semestral Píldoras i+D con la conferencia:
""Hablemos del Internet de las Cosas"" con la participación del Dr. Jorge Eduardo Ibarra Esquer, profesor-investigador de la Facultad de Ingenería y del Programa MyDCI.
Fecha y hora: 9 de septiembre de 12:00 a 13:00 hrs (PST)
Nota: Asistir al Seminario Semestral Píldoras i+D  te permite obtener créditos (3 conferencias = 1 CR)
Transmisión en línea desde los siguientes enlaces:
meet.google.com/vzi-bpri-udh
www.facebook.com/LSC.FIM.UABC",0,"09/02/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02dcqoSZutg3nbSvme2w7ezWx4w1AqiYV3jhaiyuVZS54rVNSbdT1MV8VSxNMUQZvsl,0,0,Foto,,,,,Total,6447,5993,151,126,16,9,,,356,279,40,37,,,,,,
5216387605076602,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Convocatoria Meritus ya esta abierta. Fundación UABC A.C. y la Universidad Autónoma de Baja California te invitan a participar en el reconocimiento a la trayectoria profesional de egresados (as)

📲Consulta los requisitos en nuestra página web https://fundacionuabc.org/participa-con-nosotros/egresados/",0,"09/02/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid02sWA6F3KzUFpuxxcrzA3Z7WwQ4CGjN8EKLrpgS4ztEydseu1wCx5WCYjAqBHmJrDpl,0,0,Foto,,,,,Total,1153,992,2,2,0,0,,,6,,4,2,,,,,,
5213437872038242,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Atención Comunidad FIM:",0,"09/01/2022 10:09",N/A,https://www.facebook.com/fimuabc/posts/pfbid0kLca97ThTUz7pJE1z1pAgaTQzM2BH6g3P7iPUDHXFLUSjB7UQxv21v6LRpYJX7xRl,0,0,Foto,,,,,Total,3496,3063,26,22,0,4,,,157,89,,68,,,,,,
5211212118927484,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Felicidades a los académicos de la Facultad de Ingeniería que participaron en el diseño industrial "" Implante híbrido de cadera"". Reconocemos y aplaudimos su esfuerzo por esta importante contribución a la sociedad. ¡Enhorabuena!",0,"08/31/2022 16:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0bpz3s44PEAZ6FZL3vCwjmFMzstc3LqaGorKBW5KiQzuS5xRLe63TS28psaocxJitl,0,0,Foto,,,,,Total,1442,1269,8,8,0,0,,,3,3,,,,,,,,
5210831628965533,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Felicitamos y les deseamos todo el éxito a nuestros estudiantes de los programas educativos de Bioingeniería, Aeroespacial y Electrónica, por su participación en el Simposio de Nanociencia y Nanomateriales 2022, organizado por Centro de Nanociencias y Nanomateriales de la Universidad Nacional Autónoma de México.  Felicidades a sus  docentes por impulsarlos. ¡Enhorabuena!",0,"08/31/2022 12:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0mK5Kcf25apFaKfAWkNtL9pkBKP9qpKysXSsqy12kSQRyyw1TpCge7xtWENMDXnwSl,0,0,Foto,,,,,Total,7378,6829,310,271,32,7,,1,810,495,,315,,,,,,
5210550032327026,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/31/2022 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02hrZika4oWCZKweSoRdYE2dW8yW9KhHenHgHrzuZRxqPbPjNwbDnv4VozEG6JCDZVl,0,0,Foto,,,,,Total,2381,2099,11,7,0,4,,,76,29,,47,,,,,,
5210547065660656,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Participa y apoya a la FIM en la venta de boletos:",0,"08/31/2022 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02GjvLuPQpum8PhdCYHxWMD7Sp7FwCkx2LWHbX6KY4r4sHZMm4ErdMoULgQjhvmkixl,0,0,Foto,,,,,Total,2106,1852,15,4,6,5,,,64,34,,30,,,,,,
5166006106781419,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/15/2022 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0PEUgHQduMtqqyxuEtLXak9NsThbdoYSLHm8gyHVSYY6Pqv3QcXQ35qSnePTCQK7Al,0,0,Foto,,,,,Total,4434,3732,17,10,3,4,,,201,86,,115,,,,,,
5166004736781556,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/15/2022 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WQMCXwmXALcXu6AtvgaetGYb8Homkw8p2TdHYs332gY8c8zT6UjhueyJ8QH87qAtl,0,0,Foto,,,,,Total,3283,2700,16,12,2,2,,,68,58,,10,,,,,,
5166002426781787,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/15/2022 10:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02jnHbMuAFE47zq2HmRFKF8h55MfAnCsfmJvPemGjwaV96o5QEghYDRMLKEPKnd3yTl,0,0,Foto,,,,,Total,6070,5338,38,19,17,2,,,423,221,,202,,,,,,
5158977010817662,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/349586429220665/posts/1207990500046916/,0,"08/12/2022 21:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02shWr47pZ291R9nZSyVcRAgbqrH1t5r6677sEVTg8fipXRvrpwcjL28vxcjAn8MQAl,0,1,Foto,,,,,Total,2910,2313,19,17,1,1,,,373,370,,3,,,,,,
5154898177892212,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/11/2022 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02VVAT7FDH3VssAkoT69EBCv2q7w4E6x4HDwoD3vbY7rPt74fukwUvxjyGgu1GY51pl,0,0,Foto,,,,,Total,2853,2187,2,0,0,2,1,,74,18,,56,,,,,,
5153254434723253,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/281331925230243/posts/5997898883573490/,0,"08/10/2022 19:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02WGA8pkARXxt1ZTnAzE3BYg7dHHaaw87sadgFCh3AoPV1fCSmJnyHr78EcbWrjchal,0,1,Foto,,,,,Total,2685,2184,5,5,0,0,,,151,126,,25,,,,,,
5152895861425777,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"¡ATENCIÓN ALUMNOS DE LA FIM!📣📣📣 
Ya se encuentra disponible en el SISS
(Plataforma de Servicio Social, https://serviciosocial.uabc.mx/) los talleres de inducción 2022-2 al servicio social comunitario FIM del mes de Agosto.
Para inscribirte deberás ingresar al Sistema de Servicio Social (https://serviciosocial.uabc.mx) con tu correo y contraseña institucional, visitar el apartado de ""Calendario de Talleres"" y una vez ubicado el taller de la FIM de tu interés, en la columna de ""Acciones"" dar click al botón para registrarte.
Recuerda que para poder empezar cualquier programa de servicio social necesitas tener el taller acreditado. No lo dejes para después. 
Te esperamos. Es presencial y cupo limitado.
Uso obligatorio de cubrebocas 😷",0,"08/10/2022 15:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid021HR1TgnuvdoLDepnWNifvyhHjETGATYZuuSq34T5d2AM3vhWpo19FLMQixvG7PUil,0,0,Foto,,,,,Total,3234,2689,15,7,6,2,,,289,113,148,28,,,,,,
5147709655277731,422553107793433,"Facultad de Ingeniería UABC Mexicali",,https://drive.google.com/file/d/1edxeqC7ShyCtrGEqk6Ol9JcfQ5LJxG7r/view?usp=sharing,0,"08/08/2022 17:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02VFx1nitYiPJzvaPSvkrD6LjfmEGtYrMpQJVdXrpqcoJ2zde2bKanyA8JyddxJvNdl,0,0,Foto,,,,,Total,4608,3578,8,3,1,4,,,222,125,21,76,,,,,,
5147557551959608,422553107793433,"Facultad de Ingeniería UABC Mexicali","Actualización de estado",https://www.facebook.com/2328312217454184/posts/3302090456743017/,0,"08/08/2022 16:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02q4qetnhdAD9j9tRzpq4tLzfVqiESDfdtWygWFHgXAQH2XjZoCc2VwoVc5zSAJ488l,0,1,Foto,,,,,Total,1727,1466,2,0,0,2,,,21,19,,2,,,,,,
5147304245318272,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/08/2022 13:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0vMwSouv3AmrpXoxTvKU8o4tx4YY2Ypgz4EFz9u7MVzdQDP4o6r13wzBHM6856XKYl,0,0,Foto,,,,,Total,1760,1414,2,1,0,1,,,16,5,,11,,,,,,
5146759775372719,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/08/2022 08:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0KrSp9ctSwN4vuzqA6tfezaXDrqQ8tq8JTPgNXey3pKu7RDynoz6sM1W6nxAHfWpNl,0,0,Foto,,,,,Total,4845,4053,38,14,3,21,1,,154,71,,83,,,,,,
5141665332548830,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Es necesario continuar portando cubrebocas dentro de las instalaciones universitarias con la finalidad de reducir el riesgo de contagio. Cuidemos nuestra salud y la de todos los que integramos la comunidad universitaria.
Gracias 👍🏻",0,"08/06/2022 09:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02aK4yEgbeTLdyQrPsJYsq8mKrjJMDmqpJ1KFnzYwjJuqdcv852bNotM7yRtSwvL5xl,0,0,Foto,,,,,Total,2836,2360,16,11,3,2,,,138,125,,13,,,,,,
5139481106100586,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"El día de hoy se llevó a cabo la convivencia de integración universitaria para los alumnos de nuevo ingreso a la UABC en los campos universitarios.
Felicitamos a todos los grupos de inducción matutino y vespertino de la FIM por su participación en la convivencia deportiva 2022-2. Resultando ganador del primer lugar, grupo 7, ""Cobras Negras"" de la instructora y docente Verónica Ríos. ¡Éxito y bienvenidos muchachos !
🥇🙌🏻",0,"08/05/2022 12:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Qkie7wZe3zx3Nnt4cr9SK8xdxnRDKmPpbG4AavQH7ozD3gYqHfkAS4fYm7yuzuu7l,0,0,Foto,,,,,Total,4076,3607,72,63,6,3,,,242,95,,147,,,,,,
5134621889919841,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"08/03/2022 18:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid0B4Kodit4gjfdHCQFehN1snRfNbG3xq9k4KdVviQmUxkmNupPhkTjRzmSGCepWeV6l,0,0,Foto,,,,,Total,1696,1398,6,2,0,4,,,10,10,,,,,,,,
5133146406734056,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"La Coordinación General de Servicios Estudiantiles y Gestión Escolar ha decidido extender  fecha de pago de reinscripción 2022-2. Se abrirá a partir del 3 de AGOSTO de las 9:00 a.m. al 5 de agosto 👍🏻",0,"08/03/2022 06:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02vtQd9EazkRqVL93p3MaEhTVnEjYfeWfJRwcxCqUigDXvMGnFJyJcbnAmTNmWeGkwl,0,0,Texto,,,,,Total,3558,3103,27,19,6,2,,,322,322,,,,,,,,
5131174153597948,422553107793433,"Facultad de Ingeniería UABC Mexicali","Boletín Facultad de Ingeniería Mayo-Junio","Boletín FIM 
https://www.yumpu.com/es/document/read/67098588/boletin-facultad-de-ingenieria-mayo-junio",0,"08/02/2022 13:08",N/A,https://www.facebook.com/fimuabc/posts/pfbid02wF3nVYEQDFhaoCrMTDirBSVDXdMCgVfKZEgVQu8q8Ny4bL3y9hBj4A3KkpfxYH14l,0,0,Enlace,,,,,Total,1606,1349,0,0,0,0,,,44,12,32,,,,,,,
5122678364447527,422553107793433,"Facultad de Ingeniería UABC Mexicali",,"Es necesario continuar portando cubrebocas dentro de las instalaciones universitarias con la finalidad de reducir el riesgo de contagio. Cuidemos nuestra salud y la de todos los que integramos la comunidad universitaria.
Gracias 👍🏻",0,"07/30/2022 09:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid02Ru1VUxgqaEuwK48JYyxkFmCNQAGZNXwmEj4unSJNfFoAF55hT32iBZEdrR9QpRhTl,0,0,Foto,,,,,Total,2406,1907,4,3,0,1,,,48,38,,10,,,,,,
5097295406985823,422553107793433,"Facultad de Ingeniería UABC Mexicali",,,0,"07/20/2022 14:07",N/A,https://www.facebook.com/fimuabc/posts/pfbid0X4Ttbu52bP44reXmPEC38w1WVGNzuffgD4B4vWqHPbkt9CJ1CWojpJFtGaP2smhkl,0,0,Foto,,,,,Total,4024,2719,17,10,3,4,,,51,30,,21,,,,,,
